original_name,standardized_name,Agriculture,Energy,Transportation,Biological_use_hunting,Invasive_species,Climate_change,Number_of_threats,Primary_lifestyle,Beak_length_culmen,Beak_depth,Tarsus_length,Wing_length,Hand_wing_index,Tail_length,Minimum_latitude,Maximum_latitude,Island_restricted_breeding,Realm,Latitudinal_range,Minimum_elevation,Elevational_range,Maximum_elevation,Habitat_breadth,Diet_breadth,Adult_survival_annual,Generation_length,Foraging_strategy,Nest_placement,Territoriality,Night_lights,Human_population_density,Order,Family,Range_size,Body_mass,IUCN_status,Clutch_size,Diet,Habitat,Migration,Extinction_risk
Apteryx australis,Apteryx australis,0,0,0,0,1,0,1,Terrestrial,126.4,5.8,67,0.1,0.1,0.1,-47.29,-43.9,1,Z,3,0,1500,1500,4,1,0.887798129,9.627643814,GroundForaging,Cavity,strong,1.702043503,1,STRUTHIONIFORMES,Apterygidae,11012.06,2320.5,VU,3,Invertebrate,Forest,Sedentary,Higher_risk
Chamaepetes unicolor,Chamaepetes unicolor,1,0,0,1,0,0,3,Insessorial,37.8,10.8,65.5,290.4,15,259.2,8.37,10.99,0,L,1,800,1450,2250,3,2,0.829022995,7.000325117,ArborealGleaning,ExposedElevated,none,4.450874944,152.9,GALLIFORMES,Cracidae,15572.6,1135,LC,3,Fruit,Forest,Sedentary,Lower_risk
Chamaepetes goudotii,Chamaepetes goudotii,0,0,0,0,0,0,0,Insessorial,36.6,10.6,67.3,253.4,9.9,247.2,-17.48,11.23,0,L,1,1100,2400,3500,4,3,0.822869258,6.396489336,ArborealGleaning,ExposedElevated,none,3.389362382,79,GALLIFORMES,Cracidae,316282.38,727.7,LC,3,Fruit,Forest,Sedentary,Lower_risk
Penelopina nigra,Penelopina nigra,1,1,0,1,0,1,4,Insessorial,30.8,9.9,70.7,239.7,5.7,263.1,12.91,17.65,0,L,1,900,2100,3000,4,4,0.832309965,7.045563915,ArborealGleaning,ExposedElevated,weak,3.444617199,117.9,GALLIFORMES,Cracidae,103251.96,890,VU,2,Fruit,Forest,Sedentary,Higher_risk
Penelope barbata,Penelope barbata,1,1,1,1,0,0,4,Insessorial,35.4,9.6,55.7,241.9,12.6,255.2,-6.99,-3.33,0,L,1,1500,1600,3100,1,2,0.839221612,6.796920303,ArborealGleaning,ExposedElevated,weak,2.48781998,38.6,GALLIFORMES,Cracidae,16461.26,665,NT,2,Fruit,Forest,Sedentary,Lower_risk
Penelope ortoni,Penelope ortoni,1,1,1,1,0,0,5,Insessorial,35.7,10.3,56.2,267.5,12.2,267.5,-0.02,7.43,0,L,1,100,1400,1500,1,1,0.841403838,6.845446769,ArborealGleaning,ExposedElevated,weak,2.108916977,18.3,GALLIFORMES,Cracidae,77623.51,872,EN,2,Fruit,Forest,Sedentary,Higher_risk
Penelope montagnii,Penelope montagnii,0,0,0,0,0,0,0,Insessorial,34.8,10.1,58.7,241.5,12.2,250.8,-18.07,11.08,0,L,1,1200,2500,3700,2,2,0.823123685,6.294913772,ArborealGleaning,ExposedElevated,weak,3.235083975,62.4,GALLIFORMES,Cracidae,368616.68,706,LC,2,Fruit,Forest,Sedentary,Lower_risk
Penelope marail,Penelope marail,0,0,0,0,0,0,0,Insessorial,40.9,10.9,78.9,321.4,10.7,348,-3.22,8.59,0,L,1,100,500,600,3,1,0.81873785,6.220894257,ArborealGleaning,ExposedElevated,weak,2.083057615,4.5,GALLIFORMES,Cracidae,1217966.93,879.7,LC,3,Fruit,Forest,Sedentary,Lower_risk
Penelope superciliaris,Penelope superciliaris,1,0,1,1,0,0,3,Insessorial,34.8,11,71.8,248.6,13.5,286.8,-32.19,-0.58,0,L,2,0,1300,1300,6,1,0.80558911,5.959036654,ArborealGleaning,ExposedElevated,weak,3.20487857,31.1,GALLIFORMES,Cracidae,5614395.75,895,NT,3,Fruit,Forest,Sedentary,Lower_risk
Penelope dabbenei,Penelope dabbenei,0,0,0,0,0,0,0,Insessorial,35.4,9.4,67.3,283.5,12.3,283.3,-24.05,-18.31,0,L,1,1800,700,2500,3,3,0.81906988,6.421616334,ArborealGleaning,ExposedElevated,weak,2.471263095,9.6,GALLIFORMES,Cracidae,31904.43,1230,LC,3,Fruit,Forest,Sedentary,Lower_risk
Penelope jacquacu,Penelope jacquacu,0,0,0,0,0,0,0,Insessorial,38.4,10.4,79.7,296.4,10.3,322.4,-18.28,8.63,0,L,1,100,1800,1900,3,2,0.851328956,7.440677483,ArborealGleaning,ExposedElevated,weak,2.169716837,4,GALLIFORMES,Cracidae,5007343.09,1487.9,LC,3,Fruit,Forest,Sedentary,Lower_risk
Penelope purpurascens,Penelope purpurascens,1,0,0,1,0,0,2,Insessorial,45.8,11.2,83.5,379.7,12,368.6,-4.22,24.46,0,L,1,0,2000,2000,4,3,0.851264336,7.680779767,ArborealGleaning,ExposedElevated,weak,3.43092339,58,GALLIFORMES,Cracidae,1269425.48,2060,NT,3,Fruit,Forest,Sedentary,Lower_risk
Penelope perspicax,Penelope perspicax,1,0,0,1,0,0,3,Insessorial,40.5,10.7,86.2,325,12.2,333.5,2.43,4.73,0,L,1,1200,900,2100,3,2,0.842967963,7.122982059,ArborealGleaning,ExposedElevated,weak,3.018719759,1,GALLIFORMES,Cracidae,107.66,1197,VU,2,Fruit,Forest,Sedentary,Higher_risk
Penelope albipennis,Penelope albipennis,1,1,0,1,0,0,3,Insessorial,40.4,11.3,83.7,317.5,16.4,313.5,-6.74,-5.43,0,L,1,500,600,1100,5,3,0.866819672,7.372553489,ArborealGleaning,ExposedElevated,weak,2.20395395,40.6,GALLIFORMES,Cracidae,3108.85,1750,EN,3,Omnivore,Forest,Sedentary,Higher_risk
Penelope obscura,Penelope obscura,0,0,0,0,0,0,0,Insessorial,34.5,12,70.6,309.4,4.9,313.5,-34.35,-17.04,0,L,2,0,2300,2300,6,2,0.845840146,7.636499553,ArborealGleaning,ExposedElevated,weak,3.765329705,68,GALLIFORMES,Cracidae,1012773.03,1770,LC,4,Fruit,Forest,Sedentary,Lower_risk
Penelope pileata,Penelope pileata,1,0,0,1,0,0,2,Insessorial,40.7,11.8,85.5,322,9.6,358.3,-10.47,-1.2,0,L,1,0,800,800,2,2,0.805882755,6.023068929,ArborealGleaning,ExposedElevated,weak,2.192709125,5.8,GALLIFORMES,Cracidae,1046616.16,1249.8,VU,4,Fruit,Forest,Sedentary,Higher_risk
Penelope jacucaca,Penelope jacucaca,1,0,0,1,0,0,2,Generalist,35.8,12.8,70.2,280.4,16.2,268.4,-14.69,-4.2,0,L,1,0,1000,1000,4,3,0.838812044,6.91012512,ArborealGleaning,ExposedElevated,weak,2.738518475,20.2,GALLIFORMES,Cracidae,617593.52,1400,VU,3,Fruit,Woodland,Sedentary,Higher_risk
Pipile pipile,Pipile pipile,1,0,0,1,0,1,3,Insessorial,37.6,11.1,64,331,18.7,280,10.2,10.84,1,L,1,400,500,900,3,3,0.858220962,8.256941984,ArborealGleaning,ExposedElevated,strong,5.28131128,12.4,GALLIFORMES,Cracidae,502.77,1816.6,CR,2,Fruit,Forest,Sedentary,Higher_risk
Pipile cumanensis,Pipile cumanensis,0,0,0,0,0,0,0,Insessorial,36.9,10.7,61.7,334.4,18.1,302.1,-27.03,10.23,0,L,1,0,1000,1000,4,2,0.819377574,6.699559464,ArborealGleaning,ExposedElevated,strong,2.247413784,4.5,GALLIFORMES,Cracidae,3138839.62,1239.2,LC,3,Fruit,Forest,Sedentary,Lower_risk
Pipile grayi,Pipile cumanensis,1,0,0,1,0,0,3,Insessorial,31.9,13.1,57.3,326.5,6,277.5,-22.72,-11.34,0,L,1,0,1000,1000,4,2,0.47487037,3.045870506,ArborealGleaning,ExposedElevated,strong,2.247413784,4.5,GALLIFORMES,Cracidae,942279.32,1239.2,NT,3,Fruit,Forest,Sedentary,Lower_risk
Pipile cujubi,Pipile cujubi,1,1,1,1,0,1,6,Insessorial,36.1,10.9,66.4,347.8,15.6,299.6,-16.67,-0.96,0,L,1,0,700,700,2,2,0.83682283,7.001431855,ArborealGleaning,ExposedElevated,strong,2.428699832,5.7,GALLIFORMES,Cracidae,2677912.48,1195.8,VU,2.5,Fruit,Forest,Sedentary,Higher_risk
Pipile jacutinga,Pipile jacutinga,1,0,0,1,0,0,3,Insessorial,38.3,11.2,67.1,340,19.5,285.4,-28.3,-19.33,0,L,1,0,1000,1000,4,1,0.832513926,7.381390074,ArborealGleaning,ExposedElevated,strong,3.960981103,47.8,GALLIFORMES,Cracidae,169256.82,1241,EN,4,Fruit,Forest,Sedentary,Higher_risk
Oreophasis derbianus,Oreophasis derbianus,1,0,1,1,1,1,5,Insessorial,42.7,14.1,82,370.5,9,352.8,14.41,17.18,0,L,1,2300,800,3100,1,2,0.888334997,9.131387472,ArborealGleaning,ExposedElevated,none,4.105971885,182.7,GALLIFORMES,Cracidae,7715.08,2071.5,EN,2,Fruit,Forest,Sedentary,Higher_risk
Ortalis vetula,Ortalis vetula,0,0,0,0,0,0,0,Insessorial,28.3,8.8,61.1,198,11.4,230.4,9.83,26.91,0,L,2,0,1850,1850,5,3,0.7614314,4.804508169,ArborealGleaning,ExposedElevated,strong,3.534010212,53,GALLIFORMES,Cracidae,603225.55,562.6,LC,4,Fruit,Shrub,Sedentary,Lower_risk
Ortalis cinereiceps,Ortalis cinereiceps,0,0,0,0,0,0,0,Insessorial,29.3,9,60.2,205.5,13.3,207.2,5.31,15.88,0,L,1,0,1700,1700,5,3,0.754693438,4.283435595,ArborealGleaning,ExposedElevated,strong,2.890922357,34,GALLIFORMES,Cracidae,236334.32,493,LC,3,Fruit,Shrub,Sedentary,Lower_risk
Ortalis garrula,Ortalis garrula,0,0,0,0,0,0,0,Insessorial,28.8,10.4,60.6,213.6,11.9,249.1,6.9,11.36,0,L,1,0,800,800,4,2,0.75859357,4.345856726,ArborealGleaning,ExposedElevated,strong,3.230080368,71.1,GALLIFORMES,Cracidae,109708.02,532,LC,3,Fruit,Shrub,Sedentary,Lower_risk
Ortalis ruficauda,Ortalis ruficauda,0,0,0,0,0,0,0,Insessorial,30.9,10.6,61.7,219.8,9.8,261,6.34,12.49,0,L,1,0,1600,1600,3,3,0.746677729,4.199549429,ArborealGleaning,ExposedElevated,strong,3.817384656,46.2,GALLIFORMES,Cracidae,474068.72,586.2,LC,4,Fruit,Forest,Sedentary,Lower_risk
Ortalis erythroptera,Ortalis erythroptera,1,1,0,1,0,0,3,Insessorial,32.3,10.2,71.9,219.2,12.3,259.2,-4.58,1.83,0,L,1,0,1390,1390,6,2,0.806842229,4.698048191,ArborealGleaning,ExposedElevated,strong,2.829305948,55.5,GALLIFORMES,Cracidae,74565.61,632,VU,3,Fruit,Forest,Sedentary,Higher_risk
Ortalis wagleri,Ortalis wagleri,0,0,0,1,0,0,2,Insessorial,31,10.4,68,241.5,17.9,243.2,20.39,28.91,0,L,2,0,1300,1300,4,1,0.780753194,4.918091446,ArborealGleaning,ExposedElevated,strong,2.810323173,23.3,GALLIFORMES,Cracidae,114061.43,834,LC,3,Fruit,Forest,Sedentary,Lower_risk
Ortalis poliocephala,Ortalis poliocephala,0,0,0,0,0,0,0,Generalist,33,11.2,76,260,9.9,291.8,15.65,20.63,0,L,1,0,2400,2400,4,4,0.726968714,3.859929327,GroundForaging,ExposedElevated,strong,3.654182895,53,GALLIFORMES,Cracidae,200072.2,760,LC,3,Fruit,Forest,Sedentary,Lower_risk
Ortalis leucogastra,Ortalis leucogastra,0,0,0,0,0,0,0,Insessorial,30.7,9.9,57.8,208.6,17.2,204.5,11.75,16.09,0,L,1,0,1500,1500,3,3,0.771431681,4.514599182,ArborealGleaning,ExposedElevated,strong,4.294279528,204.7,GALLIFORMES,Cracidae,57398.42,495.8,LC,3,Fruit,Forest,Sedentary,Lower_risk
Ortalis guttata,Ortalis guttata,0,0,0,0,0,0,0,Insessorial,28.2,9.1,53.6,192.3,15,214.5,-22.23,6.12,0,L,1,0,2000,2000,5,2,0.775761689,4.346695639,ArborealGleaning,ExposedElevated,strong,2.169716837,4.4,GALLIFORMES,Cracidae,4434552.3,547.7,LC,4,Fruit,Shrub,Sedentary,Lower_risk
Ortalis motmot,Ortalis motmot,0,0,0,0,0,0,0,Insessorial,30.2,12.1,61.5,206.8,15.4,237.3,-9,8.63,0,L,1,0,1700,1700,5,1,0.757429293,4.227407822,ArborealGleaning,ExposedElevated,strong,2.096109075,4,GALLIFORMES,Cracidae,2134685.16,520,LC,3,Fruit,Forest,Sedentary,Lower_risk
Ortalis superciliaris,Ortalis superciliaris,1,0,0,1,0,0,2,Insessorial,22.9,7.7,48,175.7,12.3,203.5,-7.78,-0.54,0,L,1,0,1000,1000,3,1,0.778917303,4.643017014,ArborealGleaning,ExposedElevated,strong,2.84805168,25.6,GALLIFORMES,Cracidae,386955.95,520,LC,3,Fruit,Shrub,Sedentary,Lower_risk
Crax rubra,Crax rubra,1,0,1,1,1,1,6,Terrestrial,53,20.2,106.8,381.2,9.3,340.2,-2.35,24.04,0,L,1,0,1200,1200,3,4,0.883838385,8.744835209,GroundForaging,ExposedElevated,weak,3.259923916,50.6,GALLIFORMES,Cracidae,662063.72,4133,VU,2,Fruit,Forest,Sedentary,Higher_risk
Crax alberti,Crax alberti,1,1,1,1,0,0,6,Terrestrial,52.5,21.8,107,401,10.8,352,5.66,11.35,0,L,1,0,600,600,1,2,0.865355477,7.596253107,GroundForaging,ExposedElevated,weak,3.922794819,113.7,GALLIFORMES,Cracidae,4775.15,2499.9,CR,2,Fruit,Forest,Sedentary,Higher_risk
Crax daubentoni,Crax daubentoni,1,0,0,1,0,0,2,Generalist,51.5,20.3,99.3,381.2,6.4,340.5,6.6,12.2,0,L,1,100,1400,1500,4,2,0.868689649,7.786905014,GroundForaging,ExposedElevated,weak,3.880269957,47.6,GALLIFORMES,Cracidae,403077.45,2499.9,NT,2,Fruit,Forest,Sedentary,Lower_risk
Crax alector,Crax alector,1,1,0,1,0,0,3,Terrestrial,56.7,23.1,113.5,395,5.3,359.8,-3.1,10.04,0,L,1,0,1700,1700,5,2,0.873030652,7.9814964,GroundForaging,ExposedElevated,weak,2.0561667,3.4,GALLIFORMES,Cracidae,2099461.66,2872,LC,3,Fruit,Forest,Sedentary,Lower_risk
Crax fasciolata,Crax fasciolata,1,1,0,1,0,0,3,Terrestrial,48.2,21.6,100.5,354.9,8.9,346.2,-28.32,-1.93,0,L,1,0,800,800,5,4,0.869930444,7.841890709,GroundForaging,ExposedElevated,weak,2.866569911,13,GALLIFORMES,Cracidae,3404818.89,2600,VU,3,Fruit,Forest,Sedentary,Higher_risk
Crax pinima,Crax fasciolata,1,0,0,1,0,0,3,Terrestrial,49.2,21.6,95,295,8.9,302,-5.55,-0.58,0,L,1,0,800,800,5,4,0.47487037,5.876032059,GroundForaging,ExposedElevated,weak,2.866569911,13,GALLIFORMES,Cracidae,294550.31,2600,CR,3,Fruit,Forest,Sedentary,Higher_risk
Crax blumenbachii,Crax blumenbachii,1,0,0,1,0,0,2,Terrestrial,45.7,23.3,110,384,9.7,333.8,-19.6,-15.21,0,L,1,0,500,500,4,4,0.879005076,8.49102819,GroundForaging,ExposedElevated,weak,5.853615014,203.3,GALLIFORMES,Cracidae,1149.72,3500,EN,3,Fruit,Forest,Sedentary,Higher_risk
Mitu tuberosum,Mitu tuberosum,1,0,1,1,0,0,4,Terrestrial,59.7,42.7,109.6,385.4,10.2,329.5,-18.43,-0.81,0,L,1,0,1350,1350,2,3,0.861390475,7.763783055,GroundForaging,ExposedElevated,weak,2.236764669,4.4,GALLIFORMES,Cracidae,3902756.34,2769.5,NT,3,Fruit,Forest,Sedentary,Lower_risk
Mitu salvini,Mitu salvini,0,0,0,0,0,0,0,Terrestrial,56.2,30.1,110.8,366.5,8.3,325.5,-5,3.3,0,L,1,0,600,600,2,4,0.879100188,8.399765943,GroundForaging,ExposedElevated,weak,2.083057615,3.8,GALLIFORMES,Cracidae,490126.15,3100,LC,2,Fruit,Forest,Sedentary,Lower_risk
Pauxi unicornis,Pauxi unicornis,1,1,1,1,0,1,5,Terrestrial,54,33.3,110,406,7.9,324,-17.98,-16.46,0,L,1,500,400,900,2,3,0.901893121,10.83130442,GroundForaging,ExposedElevated,none,2.133852286,2.2,GALLIFORMES,Cracidae,8476.12,3743.2,EN,1,Omnivore,Forest,Sedentary,Higher_risk
Pauxi pauxi,Pauxi pauxi,1,0,0,1,0,0,2,Terrestrial,64.5,28.2,103.8,379.6,7.8,317.5,6.31,11.34,0,L,1,1000,800,1800,1,3,0.879268341,9.298808633,GroundForaging,ExposedElevated,none,4.550056344,176.1,GALLIFORMES,Cracidae,40122.69,3117.7,VU,2,Omnivore,Forest,Sedentary,Higher_risk
Numida meleagris,Numida meleagris,0,0,0,0,0,0,0,Terrestrial,26.1,13.8,67.3,253.8,20.4,138.4,-34.04,18.91,0,F,2,0,3000,3000,7,4,0.614821092,2.682275619,GroundForaging,ExposedGround,weak,2.745198557,33.7,GALLIFORMES,Numididae,12744779.36,1299,LC,12,Omnivore,Savanna,Sedentary,Lower_risk
Acryllium vulturinum,Acryllium vulturinum,0,0,0,0,0,0,0,Terrestrial,39.7,16.1,94.2,300.1,19.9,273.4,-5.42,9.55,0,F,1,0,1900,1900,6,4,0.392683255,2.541024858,GroundForaging,ExposedGround,weak,1.754776196,17,GALLIFORMES,Numididae,1226666.24,1330,LC,8,Omnivore,Shrub,Sedentary,Lower_risk
Guttera plumifera,Guttera plumifera,0,0,0,0,0,0,0,Terrestrial,32.6,13.4,76,232.4,16.6,103.2,-5.91,8.81,0,F,1,0,540,540,1,4,0.614403472,3.014092501,GroundForaging,ExposedGround,weak,2.157954036,13.7,GALLIFORMES,Numididae,834485.49,866,LC,10,Omnivore,Forest,Sedentary,Lower_risk
Guttera verreauxi,Guttera pucherani,0,0,0,0,0,0,0,Terrestrial,38.8,14.4,78.9,271.4,12.1,116.7,-14.48,11.93,0,F,1,0,2200,2200,3,4,0.47487037,3.045870506,GroundForaging,ExposedGround,weak,2.536042662,51.6,GALLIFORMES,Numididae,2359386.11,1149,LC,5,Omnivore,Forest,Sedentary,Lower_risk
Guttera pucherani,Guttera pucherani,0,0,0,0,0,0,0,Terrestrial,32,14,73,268.5,19,136.5,-7.33,2.82,0,F,1,0,2200,2200,4,4,0.810728834,5.966932988,GroundForaging,ExposedGround,weak,2.536042662,51.6,GALLIFORMES,Numididae,519919.07,1149,LC,5,Omnivore,Forest,Sedentary,Lower_risk
Guttera edouardi,Guttera pucherani,0,0,0,0,0,0,0,Terrestrial,33.7,15.2,75.1,275.7,22.1,114.8,-29.56,-6.41,0,F,2,0,1370,1370,3,4,0.47487037,3.045870506,GroundForaging,ExposedGround,weak,2.536042662,51.6,GALLIFORMES,Numididae,953994.69,1149,LC,5,Omnivore,Forest,Sedentary,Lower_risk
Ptilopachus petrosus,Ptilopachus petrosus,0,0,0,0,0,0,0,Terrestrial,16.9,6.3,28,117.2,21.2,75.5,0.23,18.44,0,F,1,600,900,1500,7,4,0.660463,3.334995815,GroundForaging,ExposedGround,strong,2.784626322,41.5,GALLIFORMES,Odontophoridae,4691145.79,193,LC,6,Omnivore,Rocky,Sedentary,Lower_risk
Ptilopachus nahani,Ptilopachus nahani,1,0,0,1,1,0,4,Terrestrial,16.9,6.3,34.2,134,22.6,71,0.39,1.94,0,F,1,500,1000,1500,2,3,0.726957991,4.21852974,GroundForaging,ExposedGround,weak,1.983506228,45.1,GALLIFORMES,Odontophoridae,1711.18,310,VU,4,Omnivore,Forest,Sedentary,Higher_risk
Philortyx fasciatus,Philortyx fasciatus,0,0,0,0,0,0,0,Terrestrial,13.7,7.7,26.7,98.6,23,57.2,16.59,19.85,0,L,1,0,1650,1650,3,3,0.614057206,2.846256103,GroundForaging,ExposedGround,strong,3.662566279,55.7,GALLIFORMES,Odontophoridae,90841.05,130,LC,7,Omnivore,Shrub,Sedentary,Lower_risk
Oreortyx pictus,Oreortyx pictus,0,0,0,0,0,0,0,Terrestrial,15.4,8,35,134,31.6,73,29.57,47.69,0,N,3,700,2300,3000,3,3,0.443783541,2.578428464,GroundForaging,ExposedGround,weak,3.813411878,29,GALLIFORMES,Odontophoridae,346065.66,233,LC,16,Omnivore,Shrub,Sedentary,Lower_risk
Colinus virginianus,Colinus virginianus,1,0,0,1,0,0,3,Terrestrial,14.9,8.4,29.6,109.8,27.6,56.8,14.51,45.69,0,LN,2,0,2500,2500,3,2,0.56,2.258734621,GroundForaging,ExposedGround,weak,5.041944639,55.3,GALLIFORMES,Odontophoridae,4364464.18,171.9,NT,15,Omnivore,Woodland,Sedentary,Lower_risk
Colinus leucopogon,Colinus leucopogon,0,0,0,0,0,0,0,Terrestrial,14.1,8.1,26.1,102.8,23.9,52.8,9.55,15.63,0,L,1,0,1500,1500,5,5,0.621010831,2.542577191,GroundForaging,ExposedGround,weak,3.777422222,133,GALLIFORMES,Odontophoridae,145250.93,128.7,LC,13,Omnivore,Grassland,Sedentary,Lower_risk
Colinus cristatus,Colinus cristatus,0,0,0,0,0,0,0,Terrestrial,14.7,7.6,28.5,99.8,26.6,57.3,-0.16,12.63,0,L,1,0,2700,2700,4,3,0.344961902,1.532298122,GroundForaging,ExposedGround,weak,3.158708738,36.8,GALLIFORMES,Odontophoridae,1865470.32,134.5,LC,15,Omnivore,Savanna,Sedentary,Lower_risk
Callipepla squamata,Callipepla squamata,0,0,0,0,0,0,0,Terrestrial,14,6.9,31.7,116,24.2,79.4,20.66,38.94,0,N,3,1000,1000,2000,3,3,0.350884914,2.152866308,GroundForaging,ExposedGround,weak,3.051981895,18.5,GALLIFORMES,Odontophoridae,1414278.24,183.9,LC,16,Omnivore,Shrub,Sedentary,Lower_risk
Callipepla douglasii,Callipepla douglasii,0,0,0,0,0,0,0,Terrestrial,14.5,8.2,30.3,112.8,23,68.6,20.48,29.79,0,LN,2,0,1500,1500,2,3,0.530609699,2.5240015,GroundForaging,ExposedGround,weak,2.648527291,17.3,GALLIFORMES,Odontophoridae,118889.46,177.1,LC,20,Omnivore,Forest,Sedentary,Lower_risk
Callipepla gambelii,Callipepla gambelii,0,0,0,0,0,0,0,Terrestrial,14.9,6.6,30.7,112.8,28.4,87.8,24.58,40.03,0,N,3,0,1650,1650,4,4,0.4,2.126172625,GroundForaging,ExposedGround,weak,3.511959366,23,GALLIFORMES,Odontophoridae,542153.29,166,LC,19,Omnivore,Desert,Sedentary,Lower_risk
Callipepla californica,Callipepla californica,0,0,0,0,0,0,0,Terrestrial,14.1,6.8,28.5,108.2,26.2,82.2,22.87,51.77,0,N,3,0,2590,2590,5,3,0.4,2.222432767,GroundForaging,ExposedGround,weak,4.032367566,46.7,GALLIFORMES,Odontophoridae,1087257.04,165.7,LC,26,Omnivore,Shrub,Sedentary,Lower_risk
Dendrortyx barbatus,Dendrortyx barbatus,1,0,1,1,0,0,4,Terrestrial,19.8,12.4,46.5,150.5,17,107.8,18.58,21.63,0,L,1,900,2200,3100,3,4,0.796514209,5.418059096,GroundForaging,Cavity,strong,4.1816932,167.9,GALLIFORMES,Odontophoridae,6883.51,432,VU,8,Omnivore,Forest,Sedentary,Higher_risk
Dendrortyx macroura,Dendrortyx macroura,0,0,0,1,0,0,1,Terrestrial,20.4,14.4,50.3,165.2,12.5,143,15.9,20.89,0,L,1,1280,2020,3300,1,4,0.744771177,4.702534218,GroundForaging,Cavity,strong,4.424050271,106.6,GALLIFORMES,Odontophoridae,123071.93,431,LC,6,Omnivore,Forest,Sedentary,Lower_risk
Dendrortyx leucophrys,Dendrortyx leucophrys,0,0,0,0,0,0,0,Terrestrial,19.2,12.2,47.6,149.2,21.3,122.5,9.45,16,0,L,1,300,2600,2900,2,4,0.718184555,4.377532187,GroundForaging,Cavity,strong,3.577554414,127.9,GALLIFORMES,Odontophoridae,117127.03,367.4,LC,7,Omnivore,Forest,Sedentary,Lower_risk
Odontophorus gujanensis,Odontophorus gujanensis,1,0,0,1,0,0,2,Terrestrial,19.7,11.5,37.2,143.4,13.3,71.3,-20.2,10.72,0,L,1,0,1800,1800,1,3,0.765831437,4.672530393,GroundForaging,Cavity,strong,2.278572217,7.2,GALLIFORMES,Odontophoridae,7536115.55,314.1,LC,4,Omnivore,Forest,Sedentary,Lower_risk
Odontophorus capueira,Odontophorus capueira,0,0,0,0,0,0,0,Terrestrial,21.3,13.1,37.8,146.8,10.5,75,-29.96,-3.51,0,L,2,0,1600,1600,1,3,0.700688757,4.519306033,GroundForaging,Cavity,strong,4.021193873,73,GALLIFORMES,Odontophoridae,1724256.7,425.4,LC,5,Omnivore,Forest,Sedentary,Lower_risk
Odontophorus melanotis,Odontophorus melanotis,1,0,0,1,0,0,2,Terrestrial,19.6,12.1,41.9,139.5,24.1,56.2,7.81,16.03,0,L,1,450,1150,1600,1,2,0.769036425,4.730952693,GroundForaging,Cavity,strong,2.428699832,16,GALLIFORMES,Odontophoridae,128032.3,335,NT,5,Omnivore,Forest,Sedentary,Lower_risk
Odontophorus erythrops,Odontophorus erythrops,0,0,0,0,0,0,0,Terrestrial,21,12.9,41.6,143,27,58,-3.96,9,0,L,1,0,1600,1600,1,2,0.808350619,5.19397167,GroundForaging,Cavity,strong,2.619533602,29.5,GALLIFORMES,Odontophoridae,164035.67,335,LC,4,Omnivore,Forest,Sedentary,Lower_risk
Odontophorus atrifrons,Odontophorus atrifrons,1,0,0,1,0,0,3,Terrestrial,18.8,10.8,41.6,136.4,9.9,76.8,9.68,11.22,0,L,1,1200,1900,3100,2,2,0.79749274,5.028481035,GroundForaging,Cavity,strong,2.247413784,1.2,GALLIFORMES,Odontophoridae,2154.63,304,LC,3,Omnivore,Forest,Sedentary,Lower_risk
Odontophorus hyperythrus,Odontophorus hyperythrus,1,0,0,1,1,0,4,Terrestrial,21.1,11.9,46.6,137.7,17.3,59,1.37,7.39,0,L,1,1600,1200,2800,3,2,0.808262751,5.320001465,GroundForaging,Cavity,strong,3.607612812,102.9,GALLIFORMES,Odontophoridae,60489.28,339.3,LC,5,Omnivore,Forest,Sedentary,Lower_risk
Odontophorus speciosus,Odontophorus speciosus,1,0,1,1,1,0,4,Terrestrial,19.1,11.4,44.5,133.4,16.3,55.2,-19.17,0.69,0,L,1,800,950,1750,1,3,0.798276149,5.162661754,GroundForaging,Cavity,strong,2.298733433,13.7,GALLIFORMES,Odontophoridae,425862.66,317,LC,5,Omnivore,Forest,Sedentary,Lower_risk
Odontophorus columbianus,Odontophorus columbianus,1,0,0,1,0,0,2,Terrestrial,20.8,11.9,45.5,137.5,13.5,57,10.13,10.9,0,L,1,800,1600,2400,1,3,0.699077164,3.784915954,GroundForaging,Cavity,strong,8.157769099,678.2,GALLIFORMES,Odontophoridae,9353.75,340,NT,6,Omnivore,Forest,Sedentary,Lower_risk
Odontophorus leucolaemus,Odontophorus leucolaemus,0,0,0,1,0,0,1,Terrestrial,18.7,10.3,43.9,126.4,18.7,49.2,8.5,10.98,0,L,1,700,1150,1850,2,2,0.686412065,4.016044587,GroundForaging,Cavity,strong,2.690821133,21.6,GALLIFORMES,Odontophoridae,9482.02,295,LC,5,Omnivore,Forest,Sedentary,Lower_risk
Dactylortyx thoracicus,Dactylortyx thoracicus,0,0,0,0,0,0,0,Terrestrial,16,7.9,31.9,125.6,29.9,42.6,13.32,26.3,0,L,1,1000,2000,3000,3,3,0.66322377,3.386528969,GroundForaging,ExposedGround,strong,3.59047807,71.3,GALLIFORMES,Odontophoridae,492692.14,201.8,LC,5,Omnivore,Forest,Sedentary,Lower_risk
