Species1,extinction_risk,Primary.Lifestyle,RLM,Nest_Type,Nest_SBS,Flightlessness,Order,Foraging,MatingSystem,NestPlacement,Territoriality,IslandDwelling,Family,Diet,Habitat_cat,Migration,IslandEndemic,Beak.Length_Culmen,Beak.Length_Nares,Beak.Width,Beak.Depth,Tarsus.Length,Wing.Length,Kipps.Distance,Secondary1,Hand.Wing.Index,Tail.Length,Habitat.Density,Min.Latitude,Max.Latitude,LAT,Elevational.Range,HB,DB,LogNightLights,LogHumanPopulationDensity,Range_size,Body_mass,Clutch_size
Xenoligea montana,Higher_risk,Insessorial,L,CP,S,No,Passeriformes,ArborealGleaning,NonCooperative,ExposedElevated,weak,No,Phaenicophilidae,Invertebrate,Forest,Sedentary,Yes,14.9,9,4.1,4.7,20.1,64.2,8.3,55.5,12.9,65.9,1,18,19.38,1,1125,3,2,1.033299485,3.608211551,6517.46,12.5,2
Xenoperdix udzungwensis,Higher_risk,Terrestrial,F,SC,G,No,Galliformes,GroundForaging,NonCooperative,ExposedGround,strong,No,Phasianidae,Invertebrate,Forest,Sedentary,No,21,9.1,5.8,6.7,37.5,143.8,37,106.8,25.7,67.9,2,-7.99,-6.52,1,710,1,2,0.769160567,3.044522438,572.8,224.9,6.097315436
Xenopipo atronitens,Lower_risk,Insessorial,L,CP,T,No,Passeriformes,AerialSallying,NonCooperative,ExposedElevated,none,No,Pipridae,Fruit,Woodland,Sedentary,No,13.9,7.8,4.3,4.2,14.3,70.3,12.5,57.3,17.9,45.8,1,-14.93,6.96,1,700,3,2,0.757928931,1.458615023,1985208.12,15.5,2
Xenopipo flavicapilla,Higher_risk,Insessorial,L,CP,T,No,Passeriformes,AerialSallying,NonCooperative,ExposedElevated,none,No,Pipridae,Fruit,Terrestrial,Sedentary,No,17.02779585,9.87146146,5.280737778,5.101956671,18.55494076,83.65311422,19.19862289,65.00345644,22.62855774,65.24150203,1.819622222,0.6950142,7.860186571,1.018282222,1223.616178,2.84414,1.776038129,1.312771417,5.150397236,32718.7,17.8,2
Xenopipo holochlora,Lower_risk,Insessorial,L,CP,T,No,Passeriformes,AerialSallying,NonCooperative,ExposedElevated,none,No,Pipridae,Fruit,Terrestrial,Sedentary,No,16.19299851,9.204714277,4.857836957,4.580639304,16.95846731,80.18138467,18.66391289,61.48245444,22.80541506,59.28983562,1.761173333,-13.14932847,0.031718767,1.012311111,880.0443307,2.763295556,1.949067758,0.86117353,2.549445171,478435.5,14.9,2
Xenopipo unicolor,Lower_risk,Insessorial,A,CP,T,No,Passeriformes,AerialSallying,NonCooperative,ExposedElevated,none,No,Pipridae,Fruit,Terrestrial,Sedentary,No,16.27175711,9.224108182,4.878449128,4.628770729,17.31488312,80.90125019,18.83455289,62.27312559,22.88121794,60.16879862,1.765393333,-9.348848712,-2.306783756,1.010271111,987.8674143,2.568579365,1.888676647,0.769160567,2.332143895,57210.2,15.5,2
Xenopipo uniformis,Lower_risk,Insessorial,L,CP,T,No,Passeriformes,AerialSallying,NonCooperative,ExposedElevated,none,No,Pipridae,Fruit,Forest,Sedentary,No,14.5,7.2,4.8,4.2,16.1,78,16.1,61.9,20.7,53,1,3.28,6.83,1,1300,2,2,0.785137822,1.30833282,70300.47,17.9,2
Xenopirostris damii,Higher_risk,Insessorial,M,CP,T,No,Passeriformes,BarkGleaning,NonCooperative,ExposedElevated,strong,No,Vangidae,Invertebrate,Forest,Sedentary,Yes,30.3,18.7,6.4,10.9,27.7,113.4,15.8,97.6,14,85.3,2,-16.48,-12.67,1,150,1,2,0.894427191,3.010620886,6067.22,59.5,4
Xenopirostris polleni,Higher_risk,Insessorial,M,CP,T,No,Passeriformes,BarkGleaning,NonCooperative,ExposedElevated,strong,No,Vangidae,Invertebrate,Forest,Sedentary,Yes,30.5,17.2,6,12,25.6,120,15.8,104.2,13.2,77.2,1,-25,-16.18,2,2000,1,2,0.795270729,3.169685581,61347.27,61.5,2
Xenopirostris xenopirostris,Lower_risk,Insessorial,M,CP,T,No,Passeriformes,BarkGleaning,NonCooperative,ExposedElevated,weak,No,Vangidae,Invertebrate,Shrub,Sedentary,Yes,26.3,16.1,6,12.4,26.9,118.6,11.9,106.8,10,87.5,2,-25.61,-20.79,2,100,1,2,0.575901449,3.117949906,40589.83,59.5,2
Xenops genibarbis,Lower_risk,Insessorial,L,CV,T,No,Passeriformes,ArborealGleaning,NonCooperative,Cavity,weak,No,Furnariidae,Invertebrate,Forest,Sedentary,No,14.3,10,3.3,4.5,14.8,62.4,14,48.8,22.3,49.3,1,-17.35,21.12,1,1400,1,1,0.941230635,2.821766756,8775191.63,10.6,2
Xenops milleri,Lower_risk,Insessorial,L,SP,T,No,Passeriformes,BarkGleaning,NonCooperative,Cavity,weak,No,Furnariidae,Invertebrate,Terrestrial,Sedentary,No,16.40992948,9.934935524,3.736710751,3.979751778,17.849106,76.61779641,18.90736267,57.57296111,24.47878389,56.23517889,1.81699,-14.27714543,4.983000006,1.040468889,724.0688876,2.920742222,1.362006667,0.668740305,1.098612289,3557161.2,12.2,2.621323529
Xenops minutus,Lower_risk,Insessorial,L,CV,T,No,Passeriformes,BarkGleaning,NonCooperative,Cavity,weak,No,Furnariidae,Invertebrate,Forest,Sedentary,No,13.1,8.6,2.8,4.2,13.5,55.7,10.7,44.8,19.2,43.6,1,-27.53,-10.49,2,1500,2,1,1.031025985,3.010620886,945529.29,10.6,2
Xenops rutilans,Lower_risk,Insessorial,L,SP,T,No,Passeriformes,BarkGleaning,NonCooperative,Cavity,weak,No,Furnariidae,Invertebrate,Terrestrial,Sedentary,No,15.873336,9.583075963,3.584580222,3.829098,17.47279644,74.01515533,17.68439622,55.93130756,23.36977689,54.85465667,1.970974444,-22.83337587,11.38288469,1.126053333,1458.813109,3.954813333,1.576297778,1.146862958,3.377587516,6929160.3,11.2,2.5
Xenops rutilus,Lower_risk,Insessorial,L,CV,T,No,Passeriformes,ArborealGleaning,NonCooperative,Cavity,weak,No,Furnariidae,Invertebrate,Forest,Sedentary,No,13.3,9.3,2.9,4.5,14.3,65.8,15.5,50.4,23.5,49,1,-30.64,11.58,2,1910,2,1,1.087019262,3.204177152,6929954.15,11.2,3
Xenops tenuirostris,Lower_risk,Insessorial,L,SP,T,No,Passeriformes,BarkGleaning,NonCooperative,Cavity,weak,No,Furnariidae,Invertebrate,Forest,Sedentary,No,12.6,8.7,2.9,3.7,13.3,61.1,14.2,46.9,23.3,38.2,1,-15.36,7.55,1,600,1,1,0.746174535,1.16315081,3583718.57,9.7,2.621323529
Xenopsaris albinucha,Lower_risk,Insessorial,L,CP,T,No,Passeriformes,AerialSallying,NonCooperative,ExposedElevated,weak,No,Tityridae,Invertebrate,Shrub,PartiallyMigratory,No,10.7,7.7,3.9,3.9,14,63.9,13.3,50.9,20.7,58.4,2,-34.61,11.22,2,1100,3,1,1.021778181,2.459588842,4453736.32,10,3
Xenornis setifrons,Lower_risk,Insessorial,L,CP,T,No,Passeriformes,AerialSallying,NonCooperative,ExposedElevated,strong,No,Thamnophilidae,Invertebrate,Forest,Sedentary,No,19.7,12.2,5.3,6.3,21.9,70,6.4,63.6,9.1,71,1,7.81,9.56,1,940.9576489,4,1,0.965783571,2.895911938,5983.1,24.6,2
Xenospingus concolor,Lower_risk,Insessorial,L,SP,S-T,No,Passeriformes,ArborealGleaning,NonCooperative,Cavity,weak,No,Thraupidae,Invertebrate,Shrub,PartiallyMigratory,No,15.2,8.5,3.4,4.1,23.3,69.8,12.8,57.2,18.3,73.4,2,-22.78,-12.35,1,500,3,2,1.251098551,3.616308761,30006.26,21,2.495283019
Xenospiza baileyi,Higher_risk,Terrestrial,L,CP,Z,No,Passeriformes,GroundForaging,NonCooperative,ExposedElevated,weak,No,Passerellidae,Omnivore,Grassland,Sedentary,No,12.1,7.3,3.8,5.6,19.2,61.1,8.2,53,13.4,55.2,3,19.07,24.35,1,650,2,2,1.349846923,5.199601394,70.08,17.4,3
Xenotriccus callizonus,Lower_risk,Insessorial,L,CP,S,No,Passeriformes,AerialSallying,NonCooperative,ExposedElevated,weak,No,Tyrannidae,Invertebrate,Woodland,Sedentary,No,13,7.4,4.7,3.4,18.7,59.2,8.5,50.7,14.4,63.2,2,14.29,17.46,1,800,2,1,1.278285361,4.384523515,22237.89,11.2,3
Xenotriccus mexicanus,Lower_risk,Insessorial,L,CP,S,No,Passeriformes,AerialSallying,NonCooperative,ExposedElevated,weak,No,Tyrannidae,Invertebrate,Shrub,Sedentary,No,15,8.6,5.4,3.8,19,65,10.1,55,15.3,65.8,2,15.84,19.05,1,1100,2,1,1.324761442,4.074141855,112766.33,13.8,3
Xenus cinereus,Lower_risk,Terrestrial,EZ,SC,G,No,Charadriiformes,GroundForaging,NonCooperative,ExposedGround,weak,No,Scolopacidae,Invertebrate,Grassland,Migratory,No,46.8,39,4,4.5,28.2,127.4,70,58,54.6,55,3,48.89,71.24,2,1530,6,2,0.989846401,2.332143895,11623048.49,78.8,5
Xiphidiopicus percussus,Lower_risk,Insessorial,L,CV,C-T,No,Piciformes,BarkGleaning,NonCooperative,Cavity,strong,No,Picidae,Invertebrate,Forest,Sedentary,Yes,24.7,17.9,6.8,6.5,20.7,122,21.8,100.2,17.9,100.5,2,19.83,23.19,1,2000,4,4,1.252373233,4.729156166,110277.34,60.9,4
Xiphocolaptes albicollis,Lower_risk,Insessorial,L,CV,T,No,Passeriformes,BarkGleaning,NonCooperative,Cavity,strong,No,Furnariidae,Invertebrate,Forest,Sedentary,No,50.7,36.8,7.7,10.7,31.3,128.3,18,110.2,14.1,119,1,-32.55,-12.45,2,1500,4,3,1.326906811,4.021773869,2097683.15,118,4
Xiphocolaptes falcirostris,Higher_risk,Insessorial,L,CV,T,No,Passeriformes,BarkGleaning,NonCooperative,Cavity,strong,No,Furnariidae,Invertebrate,Woodland,Sedentary,No,49.6,38.2,7.3,9.6,30.5,128.2,15.7,112.5,12.2,117,2,-15.71,-2.91,1,550,3,1,0.948683298,2.379546134,145006.39,110,2.621323529
Xiphocolaptes major,Lower_risk,Insessorial,L,CV,T,No,Passeriformes,BarkGleaning,NonCooperative,Cavity,strong,No,Furnariidae,Invertebrate,Woodland,Sedentary,No,56.9,43.3,8.4,10.9,34,146.9,23,123.9,15.6,114.6,2,-30.9,-13.04,2,1500,4,1,0.984650177,2.140066163,1461863.85,156,3
Xiphocolaptes promeropirhynchus,Lower_risk,Insessorial,L,CV,T,No,Passeriformes,BarkGleaning,NonCooperative,Cavity,strong,No,Furnariidae,Invertebrate,Forest,Sedentary,No,50.6,37.9,8.3,10.5,32.2,135.3,20.8,113.8,15.4,122.6,1,-18.47,21.56,1,3480,2,2,0.933691485,2.815408719,4853651.84,93,3
Xipholena atropurpurea,Higher_risk,Insessorial,L,CP,T,No,Passeriformes,ForagingGeneralist,NonCooperative,ExposedElevated,none,No,Cotingidae,Fruit,Forest,Sedentary,No,18.3,10.2,5.2,5.4,20.3,110.2,24,86,21.8,65.1,1,-22.27,-6.62,1,900,3,3,1.366804364,3.039749159,1836.59,61.3,1
Xipholena lamellipennis,Lower_risk,Insessorial,L,CP,T,No,Passeriformes,AerialSallying,NonCooperative,ExposedElevated,none,No,Cotingidae,Fruit,Forest,Sedentary,No,19.8,10.2,6.1,5.4,20.9,109.8,18.7,90.1,17.2,74.2,1,-9.57,-0.58,1,400,1,1,0.880111737,2.388762789,1007777.54,53.8,1
Xipholena punicea,Lower_risk,Insessorial,L,CP,A,No,Passeriformes,AerialSallying,NonCooperative,ExposedElevated,none,No,Cotingidae,Fruit,Forest,Sedentary,No,18.2,10.7,6.3,5.7,22.7,124,16.3,107.4,13.3,66,1,-15.7,8.65,1,500,2,3,0.757928931,1.335001067,3624635.86,68.1,1
Xiphorhynchus aequatorialis,Lower_risk,Insessorial,L,CV,T-C,No,Passeriformes,BarkGleaning,NonCooperative,Cavity,strong,No,Furnariidae,Invertebrate,Forest,Sedentary,No,34.8,23.8,5.5,7,22.2,111.8,24.2,89.1,21.4,95.9,1,-4.2,12.54,1,1100,2,2,1.026631435,3.491462087,225296.05,46.8,2
Xiphorhynchus atlanticus,Higher_risk,Insessorial,L,CV,T,No,Passeriformes,ArborealGleaning,NonCooperative,Cavity,strong,No,Furnariidae,Invertebrate,Forest,Sedentary,No,28.6,18.9,3.7,6.2,19.1,88.8,15.1,61.9,19.6,77.3,1,-10.4,-3.23,1,600,2,1,0.76280837,1.834353183,326684.31,21.8,2.549011942
Xiphorhynchus beauperthuysii,Lower_risk,Insessorial,L,CV,T,No,Passeriformes,BarkGleaning,NonCooperative,Cavity,strong,No,Furnariidae,Invertebrate,Forest,Sedentary,No,35.3,26.3,6,6.8,19,98,19.8,78.2,20.2,79,1,-5.86,3.89,1,500,2,1,0.744457948,1.658325109,1059414.66,36.7,2.536832844
Xiphorhynchus chunchotambo,Lower_risk,Insessorial,L,CV,T,No,Passeriformes,BarkGleaning,NonCooperative,Cavity,strong,No,Furnariidae,Invertebrate,Forest,Sedentary,No,32.4,23.3,5.2,5.9,21,95.9,20.3,75.6,21.2,82.3,1,-20.35,1.67,1,1300,2,1,0.952906632,3.037171972,1012541.37,36.7,2.562795738
Xiphorhynchus elegans,Lower_risk,Insessorial,L,CV,C-T,No,Passeriformes,BarkGleaning,NonCooperative,Cavity,strong,No,Furnariidae,Invertebrate,Forest,Sedentary,No,31.6,23.2,5.7,6.2,21.9,96.4,19.3,77,20.1,82,1,-16,4.25,1,600,4,2,0.746174535,1.280933845,2952108.42,34.5,2
Xiphorhynchus erythropygius,Lower_risk,Insessorial,L,CV,T-C,No,Passeriformes,BarkGleaning,NonCooperative,Cavity,weak,No,Furnariidae,Invertebrate,Forest,Sedentary,No,34.8,25.2,5.4,7.1,23.2,115.6,25.4,90.2,22,108.1,1,12.39,21.53,1,1200,3,3,1.148516694,4.192680463,175302.58,46.8,2
Xiphorhynchus flavigaster,Lower_risk,Insessorial,L,CV,T,No,Passeriformes,BarkGleaning,NonCooperative,Cavity,weak,No,Furnariidae,Invertebrate,Woodland,Sedentary,No,41.8,30.3,5.6,8,23.1,114.1,20.7,93.3,18.2,102,1,9.8,28.51,2,1500,7,2,1.245960461,4.185098925,767413.14,46.2,3
Xiphorhynchus fuscus,Lower_risk,Insessorial,L,CV,T,No,Passeriformes,GroundForaging,NonCooperative,Cavity,weak,No,Furnariidae,Invertebrate,Forest,Sedentary,No,26.9,18.9,3.7,4.7,17.5,77.7,15.1,61.9,19.6,71.9,1,-30.44,-7.84,2,1200,3,1,0.901334478,2.186051277,1948346.79,21.8,3
Xiphorhynchus guttatoides,Lower_risk,Insessorial,L,CV,T,No,Passeriformes,BarkGleaning,NonCooperative,Cavity,strong,No,Furnariidae,Invertebrate,Forest,Sedentary,No,40.9,29.6,6.4,8.5,24.5,115.9,19.5,96.1,16.8,105.4,1,-20.6,4.13,1,800,2,2,0.838116313,1.924065377,6325263.97,59.7,3
Xiphorhynchus guttatus,Lower_risk,Insessorial,L,CV,T,No,Passeriformes,BarkGleaning,NonCooperative,Cavity,weak,No,Furnariidae,Invertebrate,Forest,Sedentary,No,40.2,30.4,6.1,8.3,25,106.4,17,94.9,15.2,115,1,-23.04,10.25,1,800,5,2,0.894427191,2.163323026,2005419.73,59.7,3
Xiphorhynchus lachrymosus,Lower_risk,Insessorial,L,CV,T-C,No,Passeriformes,BarkGleaning,NonCooperative,Cavity,weak,No,Furnariidae,Invertebrate,Forest,Sedentary,No,38.8,28.4,6.1,8.6,22.9,120.6,28.5,93.3,23.4,110.2,1,-0.07,13.16,1,1000,3,2,0.954485913,3.230804396,271654.21,56.4,3
Xiphorhynchus obsoletus,Lower_risk,Insessorial,L,CV,C-N-T,No,Passeriformes,BarkGleaning,NonCooperative,Cavity,strong,No,Furnariidae,Invertebrate,Forest,Sedentary,No,27,19.1,4.8,6.4,21.4,95.3,17.7,76.9,18.7,81.8,1,-15.53,10.48,1,500,3,1,0.779920671,1.435084525,6665026.21,32.6,2
Xiphorhynchus ocellatus,Lower_risk,Insessorial,L,CV,T,No,Passeriformes,BarkGleaning,NonCooperative,Cavity,strong,No,Furnariidae,Invertebrate,Forest,Sedentary,No,35.1,26,6,6.3,21,95.8,20.6,75.2,21.5,84.5,1,-10.24,-1.94,1,500,3,1,0.642114135,1.280933845,1260065.92,36.7,2.621323529
Xiphorhynchus pardalotus,Lower_risk,Insessorial,L,CV,C-T,No,Passeriformes,BarkGleaning,NonCooperative,Cavity,strong,No,Furnariidae,Invertebrate,Forest,Sedentary,No,34.2,26.1,5.7,6.6,21.4,101.8,21.2,80.5,20.8,87.4,1,-3.34,8.46,1,500,4,1,0.714074192,1.435084525,1710329.56,34.6,1
Xiphorhynchus picus,Lower_risk,Insessorial,L,CV,T,No,Passeriformes,BarkGleaning,NonCooperative,Cavity,strong,No,Furnariidae,Invertebrate,Terrestrial,Sedentary,No,26.53810346,17.805762,5.580423556,6.667383524,22.38497022,109.8102893,23.85522,85.88557087,21.33267756,97.81136567,1.975187778,-21.65560618,11.84241591,1.05662,1013.265462,3.895306667,1.62734,0.948683298,2.501435952,9830617.4,41.34,2
Xiphorhynchus spixii,Lower_risk,Insessorial,L,CV,C-T,No,Passeriformes,BarkGleaning,NonCooperative,Cavity,strong,No,Furnariidae,Invertebrate,Forest,Sedentary,No,30.5,21.8,5.3,6.1,21.4,96.6,22.5,75.2,23,85.4,1,-12.11,-0.58,1,500,1,1,0.849182109,2.388762789,993444.47,31.2,2
Xiphorhynchus susurrans,Lower_risk,Insessorial,L,CV,A-B-C-T,No,Passeriformes,BarkGleaning,NonCooperative,Cavity,weak,No,Furnariidae,Invertebrate,Forest,Sedentary,No,36,27.2,5.4,7,23.9,101.8,18.1,83.8,17.8,88.6,1,2.99,16.03,1,900,6,2,1.319351931,4.257030144,640926.31,46.7,2
Xiphorhynchus triangularis,Lower_risk,Insessorial,L,CV,T,No,Passeriformes,BarkGleaning,NonCooperative,Cavity,weak,No,Furnariidae,Invertebrate,Forest,Sedentary,No,33.2,22.7,5.3,7,22.3,114.3,25.8,88.8,22.5,97.9,1,-17.65,10.58,1,1400,1,1,1.193641774,4.366912997,286355.73,46.3,2.621323529
Xolmis cinereus,Lower_risk,Insessorial,L,CP,T,No,Passeriformes,AerialSallying,NonCooperative,ExposedElevated,weak,No,Tyrannidae,Invertebrate,Grassland,PartiallyMigratory,No,25.6,15.1,6.2,6,29,136.1,43.3,92.8,31.8,91.1,3,-37.45,2.65,2,1200,3,1,1.121151421,3.202746443,6894893.41,57.1,3
Xolmis coronatus,Lower_risk,Insessorial,L,CP,S-T,No,Passeriformes,AerialSallying,NonCooperative,ExposedElevated,weak,No,Tyrannidae,Invertebrate,Shrub,Migratory,No,24.8,13,5.7,5.3,29,126.7,42.5,84.2,33.4,91.1,3,-42.13,-26.21,2,1500,1,1,0.976698112,2.028148247,761874.7,46.8,3
Xolmis dominicanus,Higher_risk,Insessorial,L,CP,S-Z,No,Passeriformes,AerialSallying,NonCooperative,ExposedGround,weak,No,Tyrannidae,Invertebrate,Grassland,Sedentary,No,21.1,12.4,5.8,5.2,26.1,112.2,24.5,87.7,21.8,93.3,3,-37.71,-23.94,2,500,4,1,1.155061213,2.960105096,236129.08,42.8,4
Xolmis irupero,Lower_risk,Insessorial,L,CP-O,T,No,Passeriformes,AerialSallying,NonCooperative,Cavity,weak,No,Tyrannidae,Invertebrate,Savanna,PartiallyMigratory,No,20.6,11.2,5,4.3,23.7,107.2,34.4,72.8,32,77.3,3,-41.17,-4.02,2,1000,2,1,1.067789972,2.954910279,3570599.32,28.7,4
Xolmis pyrope,Lower_risk,Insessorial,L,CP,S-T,No,Passeriformes,AerialSallying,NonCooperative,ExposedElevated,weak,No,Tyrannidae,Invertebrate,Forest,PartiallyMigratory,No,23.6,11.8,5.1,4.5,27.2,107,23,83.8,21.5,84.4,2,-55.98,-31.34,3,2000,3,1,0.957347972,3.044522438,642448.41,35.3,4
Xolmis rubetra,Lower_risk,Generalist,L,CP,G,No,Passeriformes,AerialSallying,NonCooperative,ExposedGround,weak,No,Tyrannidae,Invertebrate,Shrub,PartiallyMigratory,No,19.9,11,4.4,3.9,29.5,118.2,36.9,81.2,31.2,80.5,3,-47.31,-32.55,3,1000,2,1,0.901334478,1.791759469,685076.84,36.3,2
Xolmis salinarum,Lower_risk,Generalist,L,CP,G,No,Passeriformes,AerialSallying,NonCooperative,ExposedGround,weak,No,Tyrannidae,Invertebrate,Shrub,Sedentary,No,16.2,10.2,4,3.9,26.8,106.3,35.3,71,33.3,75,3,-30.58,-28.61,3,100,2,1,0.943962928,2.801164647,24940.02,25.1,3.020635461
Xolmis velatus,Lower_risk,Insessorial,L,CP,T,No,Passeriformes,AerialSallying,NonCooperative,ExposedElevated,weak,No,Tyrannidae,Invertebrate,Shrub,PartiallyMigratory,No,24.7,14.8,6.3,5.7,26.9,117.7,40.9,76.8,34.8,76.2,3,-24.27,1.72,1,1000,2,1,0.982386494,2.878777835,3619472.89,28.7,2.88278496
Yuhina bakeri,Lower_risk,Insessorial,I,CP-DM,G-S,No,Passeriformes,ArborealGleaning,NonCooperative,Cavity,weak,No,Zosteropidae,Invertebrate,Forest,Sedentary,No,12.7,6.5,3.4,3.9,20.2,68,13.8,55.2,20,52.5,1,24.06,29.6,3,1900,1,2,1.063659179,3.761200116,200853.53,17.1,4
Yuhina brunneiceps,Lower_risk,Insessorial,IP,CP,A,No,Passeriformes,ArborealGleaning,Cooperative,ExposedElevated,weak,No,Zosteropidae,Nectar,Forest,Sedentary,No,13.1,6.7,2.3,2.8,17.2,62.8,11.8,51.2,18.7,48.3,2,22.32,24.84,2,1975,2,3,1.079902949,1.945910149,13673.61,12.5,3
Yuhina castaniceps,Lower_risk,Insessorial,L,CP,T,No,Passeriformes,ArborealGleaning,NonCooperative,ExposedElevated,weak,No,Zosteropidae,Invertivore,Forest,Sedentary,No,11,6.1,3,3.2,16.8,58.7,12.9,46.6,21.7,55.1,2,12.22,28.83,1.580177778,1976.812824,2.795168889,2.364981111,1.20236568,3.871201011,495231.6,11.8,3.5
Yuhina diademata,Lower_risk,Insessorial,I,CP,T,No,Passeriformes,ArborealGleaning,NonCooperative,ExposedElevated,weak,No,Zosteropidae,Invertivore,Forest,Sedentary,No,14.8,6.9,3.2,3.6,21,74.6,11.2,63.4,15.1,75.5,1,21.75,36.02,2.404915556,2334.492345,2.232604127,2.480457778,1.081882614,4.781641329,1124238.68,22,2.5
Yuhina everetti,Lower_risk,Insessorial,L,CP,T,No,Passeriformes,ArborealGleaning,Cooperative,ExposedElevated,weak,No,Zosteropidae,Invertivore,Forest,Sedentary,No,11.2,6.1,3.1,3.5,16.7,60.1,10.5,49.9,17.3,58.6,1,-3.81,6.37,1.007277778,950.9150044,1.782726984,2.171121929,0.562341325,1.609437912,183515.14,12.1,2.661290323
Yuhina flavicollis,Lower_risk,Insessorial,I,CP,G-Z,No,Passeriformes,ArborealGleaning,NonCooperative,ExposedElevated,weak,No,Zosteropidae,Invertebrate,Forest,Sedentary,No,12.8,6.3,3.1,3.3,19.3,62.8,10.3,52.2,16.5,52,1,17.61,32.8,2,2000,2,4,1.028737345,4.194189897,622981.09,16.9,4
Yuhina gularis,Lower_risk,Insessorial,I,DM-SP,T,No,Passeriformes,ArborealGleaning,NonCooperative,Cavity,weak,No,Zosteropidae,Invertebrate,Forest,Sedentary,No,16.3,8.2,3.3,3.2,20.4,72.4,13.4,59,18.6,64.5,1,14.74,31.76,2,2500,4,4,0.960184589,4.261270434,515717.01,20.8,4
Yuhina humilis,Lower_risk,Insessorial,I,PN,T,No,Passeriformes,ArborealGleaning,NonCooperative,ExposedElevated,weak,No,Zosteropidae,Omnivore,Forest,Sedentary,No,12.6,6.8,3.1,3.6,18.3,62.7,9.6,52.6,15.4,51.8,1,15.69,22.27,1,1200,2,3,1.228807099,3.394508394,57796.56,14,3.5
Yuhina nigrimenta,Lower_risk,Insessorial,I,CP,T,No,Passeriformes,ArborealGleaning,Cooperative,ExposedElevated,weak,No,Zosteropidae,Invertebrate,Forest,Sedentary,No,12.5,6.9,2.8,2.9,14.9,55.2,11.7,43.4,21,39.4,1,11.02,34.47,2,2100,2,4,1.075910633,4.738826571,2065413.29,9.5,6
Yuhina occipitalis,Lower_risk,Insessorial,I,CP,T,No,Passeriformes,ArborealGleaning,NonCooperative,ExposedElevated,weak,No,Zosteropidae,Invertebrate,Forest,Sedentary,No,16.2,8.3,3,2.8,16.8,60.9,9.6,51.6,15.6,51.7,1,23.17,29.9,3,2100,1,3,1.046635139,4.357990057,355046.54,13,2
Yuhina torqueola,Lower_risk,Insessorial,I,SP,T,No,Passeriformes,ArborealGleaning,NonCooperative,Cavity,weak,No,Zosteropidae,Invertivore,Forest,Sedentary,No,11.4,6.2,3,3.5,18,63.8,16.2,47.8,25.4,59,2,15.71,31.77,1.826393333,2304.980218,2.951095556,2.329597778,1.085809657,3.532225644,2186606.38,11.8,2.661290323
Zanclostomus calyorhynchus,Lower_risk,Insessorial,F,NO,T,No,Cuculiformes,ArborealGleaning,NonCooperative,ExposedElevated,strong,No,Cuculidae,Invertebrate,Terrestrial,Sedentary,No,29.65430152,17.55913952,8.272709873,9.391260444,27.22518156,163.1037024,45.66709184,118.574384,28.45387067,142.2451881,2.020291111,-4.736264467,5.585562098,1.013708889,1174.574153,2.845495556,1.770693333,0.840896415,4.383275854,167233.2,111.35,2.546153846
Zanclostomus curvirostris,Lower_risk,Insessorial,I,NO,T,No,Cuculiformes,ArborealGleaning,NonCooperative,ExposedElevated,strong,No,Cuculidae,Invertebrate,Terrestrial,Sedentary,No,30.32355067,17.90472133,8.325755905,9.62591219,28.2059981,177.8565213,50.91502067,126.65157,29.07947784,144.6178495,1.991882222,-0.609975978,19.03598658,1.131982222,1378.458336,3.053006667,1.843315556,1.264911064,5.021904886,1223509.2,154,2.5
Zanclostomus javanicus,Lower_risk,Insessorial,I,PL,S,No,Cuculiformes,ArborealGleaning,NonCooperative,ExposedElevated,strong,No,Cuculidae,Invertebrate,Forest,Sedentary,No,37.2,22.7,8.4,11.2,33.3,144.2,16.7,126.3,11.7,227.7,2,-8.78,13.98,1,1200,4,1,1.215105883,4.890349128,1534805.96,109,2.546153846
Zanda baudinii,Higher_risk,Insessorial,A,CV,T,No,Psittaciformes,ArborealGleaning,NonCooperative,Cavity,weak,No,Cacatuidae,Seed,Forest,Sedentary,No,55.1,46.5,25.1,49.1,30.4,375,175,200,46.7,264.5,1,-34.85,-33.53,3,510,3,2,0.801694761,1.70298377,5966.31,620,2
Zanda funerea,Lower_risk,Insessorial,A,CV,T,No,Psittaciformes,ArborealGleaning,NonCooperative,Cavity,weak,No,Cacatuidae,Seed,Forest,Sedentary,No,52.1,42.5,26.7,57.7,31.5,426.2,180.5,243.5,42.7,340.4,2,-43.64,-19.76,2,1000,3,2,0.855257584,1.951297001,1045925.98,674.7,1
Zanda latirostris,Higher_risk,Insessorial,A,CV,T,No,Psittaciformes,ArborealGleaning,NonCooperative,Cavity,weak,No,Cacatuidae,Seed,Savanna,Sedentary,No,45.5,37.3,24.4,50.7,30.1,361.2,166,195.2,45.9,270,2,-34.43,-29.08,3,440,3,3,0.755407632,1.379614138,41321,612,2
Zapornia akool,Lower_risk,Terrestrial,I,SC,Z,No,Gruiformes,GroundForaging,NonCooperative,ExposedGround,weak,No,Rallidae,Invertebrate,Wetland,PartiallyMigratory,No,31.8,17,4,8,47.6,119.2,17.4,100.6,14.8,54,1,11.87,33.28,2,800,3,2,1.289340355,5.129457772,3895470.77,131.4,6
