Species1,Beak.Length_Culmen,Beak.Length_Nares,Beak.Width,Beak.Depth,Tarsus.Length,Wing.Length,Kipps.Distance,Secondary1,Hand.Wing.Index,Tail.Length,Habitat.Density,Primary.Lifestyle,Min.Latitude,Max.Latitude,RR,ISL,RLM,LAT,Elevational.Range,HB,DB,Nest_Type,Nest_SBS,Flightlessness,Family,Foraging,MatingSystem,NestPlacement,Territoriality,IslandDwelling,LogNightLights,LogHumanPopulationDensity,IUCN_status,Range_size,Body_mass,Order1,Clutch_size,Diet,Habitat_cat,Migration,extinction_risk
Accipiter fasciatus,28.5,19.1,11.2,15.2,71.9,269.9,103.6,167.3,38.3,206,1,Generalist,-43.64,-1.7,0,0,AW,2,1500,4,2,PL,T,No,Accipitridae,AerialSallying,NonCooperative,ExposedElevated,strong,No,0.740082804492285,1.58923520511658,LC,8180196.71,358.7,Accipitriformes,4,Vertebrates,Forest,Sedentary,Lower_risk
Accipiter gentilis,33.7,19.6,11.6,18,67.3,337.6,122.6,215,36.3,241.1,1,Generalist,17.1,70.39,0,0,P,4,3000,3,1,PL,T,No,Accipitridae,AerialSallying,NonCooperative,ExposedElevated,strong,No,1.16149634365469,3.16968558067743,LC,31775270.74,866,Accipitriformes,5,Vertebrates,Forest,PartiallyMigratory,Lower_risk
Accipiter gundlachi,26,15.2,8.3,16.3,71.3,228,61.8,166.2,27.1,223,1,Aerial,19.82,23.16,0,1,L,1,1100,4,1,PL,T,No,Accipitridae,AerialScreaning,NonCooperative,ExposedElevated,weak,No,1.05096912500736,4.92143971529178,EN,33511.43,675,Accipitriformes,4,Vertebrates,Forest,Sedentary,Higher_risk
Accipiter minullus,16.5,9.2,6.6,8.8,41.3,150.4,44.6,105.8,29.6,105.2,1,Generalist,-34.84,17.8,0,0,F,2,1800,4,2,PL,T,No,Accipitridae,AerialSallying,NonCooperative,ExposedElevated,weak,No,0.965783570635203,3.62966009445396,LC,6794381.58,87.4,Accipitriformes,3,Vertebrates,Woodland,Sedentary,Lower_risk
Accipiter nisus,19.6,11.4,8.4,10,53.6,207.4,74.2,134.3,35.5,155.5,1,Insessorial,26.9,70.53,0,0,E,5,4500,2,2,PL,T,No,Accipitridae,AerialSallying,NonCooperative,ExposedElevated,weak,No,1.24206475759284,3.65065824129374,LC,23601609.31,220.8,Accipitriformes,7,Vertebrates,Forest,PartiallyMigratory,Lower_risk
Accipiter novaehollandiae,31.6,19.9,11.5,16.5,69,261.9,76,188.3,28.9,183.6,1,Insessorial,-43.64,-10.51,0,0,A,2,1500,4,2,PL,T,No,Accipitridae,AerialSallying,NonCooperative,ExposedElevated,strong,No,0.945741609003176,2.33214389523559,LC,1807067.3,326.1,Accipitriformes,5,Vertebrates,Forest,Sedentary,Lower_risk
Accipiter poliocephalus,25,15.4,10.1,13.7,60.3,210.5,67.8,142.8,32.1,157.2,1,Insessorial,-11.66,0.04,0,1,A,1,1500,1,2,PL,T,No,Accipitridae,AerialSallying,NonCooperative,ExposedElevated,weak,No,0.622332977288478,2.06686275947298,LC,671500.51,214.8,Accipitriformes,1,Vertebrates,Forest,Sedentary,Lower_risk
Accipiter poliogaster,27.7,14.9,8,13.2,52.4,240.4,72.6,172.2,29.6,174.6,1,Insessorial,-30.38,6.82,0,0,L,2,800,3,2,PL,T,No,Accipitridae,AerialSallying,NonCooperative,ExposedElevated,weak,No,1.00741707177773,2.89037175789616,NT,7203530.62,315,Accipitriformes,2,Vertebrates,Forest,PartiallyMigratory,Lower_risk
Accipiter rufitorques,26,15.4,10.3,13.7,59.2,217.6,73.5,142,34.1,146,1,Generalist,-19.2,-16.15,0,1,O,1,1200,2,2,PL,T,No,Accipitridae,AerialSallying,NonCooperative,ExposedElevated,weak,No,1.01467384616866,4.25844557290253,LC,17581.12,209,Accipitriformes,4,Vertebrates,Forest,Sedentary,Lower_risk
Accipiter rufiventris,20.3,10.7,7.8,10,54.2,218.6,83,134.3,38.1,165.8,1,Aerial,-34.04,15.67,0,0,F,2,1000,4,2,PL,T,No,Accipitridae,AerialScreaning,NonCooperative,ExposedElevated,weak,No,0.880111736793393,4.63375764284,LC,756057.21,198,Accipitriformes,4,Vertebrates,Forest,Sedentary,Lower_risk
Accipiter striatus,18.3,10.1,7.3,9.4,49.9,181.6,56.6,126.8,30.7,134.3,1,Aerial,-34.98,69.38,0,0,LN,2,3500,4,1,PL,T,No,Accipitridae,AerialScreaning,NonCooperative,ExposedElevated,weak,No,1.26118887247656,3.08190996979504,LC,16375303.87,130.6,Accipitriformes,5,Vertebrates,Forest,Migratory,Lower_risk
Accipiter superciliosus,19.4,10.8,6.7,10.4,37.4,146.4,38.6,105.2,26.9,104.6,1,Aerial,-28.11,14.61,0,0,L,1,800,1,1,PL,T,No,Accipitridae,AerialScreaning,NonCooperative,ExposedElevated,weak,No,0.997490569933681,2.88480071284671,LC,8560355.56,96.4,Accipitriformes,3,Vertebrates,Forest,Sedentary,Lower_risk
Accipiter tachiro,18,15.3,9.1,12.4,65.7,217.4,55.6,161.8,25.7,175,1,Aerial,-34.84,4.53,0,0,F,2,3000,6,2,PL,T,No,Accipitridae,AerialScreaning,NonCooperative,ExposedElevated,strong,No,1.00249067931432,3.59731226058845,LC,5174215.21,290.2,Accipitriformes,4,Vertebrates,Forest,Sedentary,Lower_risk
Accipiter toussenelii,24.4,13.9,9.2,11.9,62.1,189,48.2,149.6,24.4,157.2,1,Insessorial,-6.06,17.41,0,0,F,1,3300,4,2,PL,T,No,Accipitridae,AerialSallying,NonCooperative,ExposedElevated,weak,No,0.979370361335559,4.04305126783455,LC,4598131.33,249.3,Accipitriformes,2,Vertebrates,Forest,Sedentary,Lower_risk
Aceros nipalensis,204,177.7,45.4,75.1,74.7,431.7,93.1,338.6,21.6,457.7,1,Insessorial,15.38,29.27,0,0,I,2,1200,1,1,CV,T,No,Bucerotidae,ArborealGleaning,NonCooperative,Cavity,weak,No,1.04003143348612,3.52046080248897,VU,284350.69,2385,Bucerotiformes,2,Fruit,Forest,Sedentary,Higher_risk
Acridotheres burmannicus,23.4,14.2,4.8,5.9,31.8,113.8,30.5,83.2,26.9,68,3,Generalist,15.66,24.78,0,0,I,1,2000,4,2,CV,"B,T",No,Sturnidae,ArborealGleaning,NonCooperative,Cavity,none,No,1.33433480861307,4.8955984841079,LC,327472.26,89,Passeriformes,3.45833333333333,Omnivore,Grassland,PartiallyMigratory,Lower_risk
Acridotheres cinereus,27.3,15.9,6.5,7.4,36,125.9,29.5,96.4,23.5,79,3,Generalist,-5.71,-3.5,0,0,IW,1,1500,4,5,CV,T,No,Sturnidae,ArborealGleaning,NonCooperative,Cavity,none,No,1.08385147158043,5.56948888687283,VU,20065.88,98.9,Passeriformes,4.2,Omnivore,Grassland,PartiallyMigratory,Higher_risk
Acridotheres cristatellus,27.1,15.7,6.1,8.1,38.1,134,32.1,101.5,24.1,81.2,3,Generalist,10.91,34.72,0,0,IP,2,500,2,4,CV,"B,S,T",No,Sturnidae,GroundForaging,NonCooperative,Cavity,none,No,1.37360701309047,5.65319068854014,LC,3073262.93,116.3,Passeriformes,7,Omnivore,Grassland,PartiallyMigratory,Lower_risk
Acridotheres fuscus,27.2,16.1,6.6,7.3,36.5,123.6,30.7,93.6,24.7,74.9,2,Insessorial,1.21,34.6,0,0,I,2,2000,4,4,CV,T,No,Sturnidae,ArborealGleaning,NonCooperative,Cavity,none,No,1.37457061032495,5.96306507258628,LC,2411128.95,82.8,Passeriformes,6,Omnivore,Woodland,PartiallyMigratory,Lower_risk
Acridotheres melanopterus,25.4,14.8,5.5,6.2,35.8,124.2,28.4,95.6,22.9,72.6,3,Insessorial,-6.13,-6.01,0,1,I,1,2400,6,3,CV,"R,T",No,Sturnidae,ArborealGleaning,NonCooperative,Cavity,weak,No,1.68545974210847,6.81914262062553,EN,38.7,89,Passeriformes,4,Omnivore,Artificial,Sedentary,Higher_risk
Acridotheres tristis,26.8,16,6.4,8,38.6,139.8,32.8,106.3,23.6,84.8,3,Terrestrial,0.81,48.29,0,0,IP,2,3000,6,6,CV,T,No,Sturnidae,GroundForaging,NonCooperative,Cavity,none,No,1.31607401295249,5.44630624426149,LC,8561587.67,116.4,Passeriformes,6,Omnivore,Artificial,PartiallyMigratory,Lower_risk
Acrobatornis fonsecai,10.4,7.3,3,3.6,17.6,62.9,13.6,48.3,21.2,56.6,1,Insessorial,-16.05,-14.51,1,0,L,1,550,1,1,SP,T,No,Furnariidae,ArborealGleaning,Cooperative,Cavity,strong,No,1.36287107317628,3.95508249488859,VU,3689.54,13.7,Passeriformes,2.62132352941177,Invertebrate,Forest,Sedentary,Higher_risk
Acrocephalus agricola,13.6,7.8,3.2,2.8,21.1,55.2,10.1,44.7,18.4,54.9,3,Insessorial,35.39,56.93,0,0,IP,2,1800,4,1,CP,"S,T",No,Acrocephalidae,ArborealGleaning,NonCooperative,ExposedElevated,weak,No,0.965783570635203,3.02529107579554,LC,6560153.7,9.6,Passeriformes,6,Invertebrate,Wetland,Migratory,Lower_risk
Acrocephalus arundinaceus,23,12.8,4.7,5.4,28.1,95.4,27.2,68.1,28.6,80.8,3,Insessorial,23.84,63.2,0,0,FP,2,2000,4,2,CP,"S,Z",No,Acrocephalidae,ArborealGleaning,NonCooperative,ExposedElevated,weak,No,1.3668043639186,4.10923317471585,LC,9336953.31,30,Passeriformes,6,Invertebrate,Wetland,Migratory,Lower_risk
Acrocephalus atyphus,26.7,15,4.7,4.9,28.1,88.3,16.3,71.6,18.6,78.2,3,Insessorial,-21.73,-14.09,0,1,O,1,100,3,3,CP,"S,T",No,Acrocephalidae,ArborealGleaning,NonCooperative,ExposedElevated,strong,Yes,0.531829589694499,0,LC,611.16,30,Passeriformes,3,Invertebrate,Shrub,Sedentary,Lower_risk
Acrocephalus bistrigiceps,13.4,7.7,3,2.6,20.1,52.7,11.4,40.7,21.9,50.4,3,Insessorial,29.02,54.71,0,0,IP,2,1500,3,1,CP,Z,No,Acrocephalidae,ArborealGleaning,NonCooperative,Cavity,weak,No,1.47939408638264,5.37620390520511,LC,4170337.09,8.7,Passeriformes,6,Invertebrate,Wetland,Migratory,Lower_risk
Acrocephalus caffer,33.1,19,5,5.1,30.7,93.2,16.6,76.5,17.9,81.8,2,Insessorial,-17.78,-17.52,1,1,O,1,650,5,5,CP,"A,S",No,Acrocephalidae,ArborealGleaning,NonCooperative,ExposedElevated,strong,Yes,0.827988804296353,0,VU,266.98,43.8,Passeriformes,3.52000000000002,Invertebrate,Forest,Sedentary,Higher_risk
Acrocephalus concinens,13.7,8,3.3,2.9,22,55.6,9.7,45.5,17.6,56,2,Insessorial,23.52,41.88,0,0,IP,2,3000,4,1,CP,S,No,Acrocephalidae,ArborealGleaning,NonCooperative,ExposedElevated,weak,No,1.44252043474901,5.82037962224002,LC,2146677.25,8.3,Passeriformes,4,Invertebrate,Riparian,PartiallyMigratory,Lower_risk
Acrocephalus dumetorum,16.4,9.2,3.6,3.1,22.3,62.1,12.7,49.6,20.4,53.1,2,Insessorial,37.32,64.23,0,0,IP,2,1200,5,2,CP,"S,T",No,Acrocephalidae,ArborealGleaning,NonCooperative,ExposedElevated,weak,No,1.1921690485645,3.65065824129374,LC,5747941.28,11.2,Passeriformes,6,Invertebrate,Riparian,Migratory,Lower_risk
Acrocephalus familiaris,17.1,9.6,3.4,3.5,21.4,60.5,9.1,51.4,15.1,56.5,3,Insessorial,23.05,23.06,1,1,O,1,10,1,1,CP,S,No,Acrocephalidae,ArborealGleaning,NonCooperative,ExposedElevated,weak,Yes,0,0,EN,1.55,18.3,Passeriformes,3,Invertebrate,Shrub,Sedentary,Higher_risk
Acrocephalus gracilirostris,17.8,9.9,3.5,3.5,23.5,64.7,7.9,55,12.6,59.3,3,Insessorial,-34.84,14.77,0,0,F,2,2400,7,2,CP,S,No,Acrocephalidae,ArborealGleaning,NonCooperative,ExposedElevated,weak,No,1.02873734472208,3.79323946943818,LC,4809980,14.4,Passeriformes,4,Invertebrate,Wetland,Sedentary,Lower_risk
Acrocephalus kerearako,21.3,11.7,4.4,4.2,27.2,73,13.2,59.8,18.1,77,2,Insessorial,-21.94,-19.76,1,1,O,1,600,4,1,CP,"S,T",No,Acrocephalidae,ArborealGleaning,NonCooperative,ExposedElevated,strong,Yes,0.611690884906252,0,LC,69.45,22.5,Passeriformes,1,Invertebrate,Forest,Sedentary,Lower_risk
Acrocephalus melanopogon,12.7,7.2,2.6,2.5,19,56.7,10.9,45.8,19.3,47.8,3,Insessorial,24.37,49.94,0,0,IP,3,1950,3,2,CP,"S,Z",No,Acrocephalidae,ArborealGleaning,Cooperative,Cavity,weak,No,1.27588481439743,4.01638302075239,LC,2304218.81,10.9,Passeriformes,7,Invertebrate,Wetland,Migratory,Lower_risk
Acrocephalus mendanae,30.4,18.6,5.1,5.1,30.2,97.3,19.2,77.9,19.8,86.8,2,Insessorial,-10.54,-7.86,1,1,O,1,1070,3,5,CP,T,No,Acrocephalidae,ArborealGleaning,NonCooperative,ExposedElevated,strong,Yes,0.727427152512826,0,LC,593.47,36.3,Passeriformes,4,Invertebrate,Shrub,Sedentary,Lower_risk
Acrocephalus newtoni,18.1,10.3,3.7,3.6,25.6,66.5,9.8,56.3,14.9,76.2,3,Insessorial,-25.61,-11.95,0,1,M,2,2100,3,1,CP,S,No,Acrocephalidae,ArborealGleaning,NonCooperative,ExposedElevated,strong,No,0.91140681711945,3.3357695763397,LC,591120.51,17,Passeriformes,3,Invertebrate,Wetland,Sedentary,Lower_risk
Acrocephalus paludicola,12.3,7,2.6,2.9,19.4,62.1,17.7,44.4,28.4,47.2,3,Insessorial,49.28,56.15,0,0,FP,2,653,3,1,CP,"S,Z",No,Acrocephalidae,ArborealGleaning,NonCooperative,ExposedElevated,weak,No,1.44666684265785,4.19268046294296,VU,182586.45,11.6,Passeriformes,6,Invertebrate,Wetland,Migratory,Higher_risk
Acrocephalus palustris,16.1,8.2,3.3,3.3,21.3,68.6,19.2,49.6,27.9,56.5,3,Insessorial,37.03,65.42,0,0,FP,2,3000,5,2,CP,"S,Z",No,Acrocephalidae,ArborealGleaning,NonCooperative,ExposedElevated,weak,No,1.48705562732186,4.40182926197006,LC,5996672.74,11.5,Passeriformes,6,Invertebrate,Shrub,Migratory,Lower_risk
Acrocephalus rodericanus,17.7,10.3,3.2,2.9,23.1,60.4,10.2,50.2,16.9,74.4,2,Insessorial,-19.72,-19.69,1,1,F,1,190,1,1,CP,T,No,Acrocephalidae,ArborealGleaning,NonCooperative,ExposedElevated,strong,Yes,0,0,NT,2.73,11.8,Passeriformes,3,Invertebrate,Shrub,Sedentary,Lower_risk
Acrocephalus schoenobaenus,14.9,8.2,2.9,2.8,20.9,65.4,18.4,46.9,28.2,48.9,3,Insessorial,36.21,71.12,0,0,FP,2,2500,5,2,CP,"S,Z",No,Acrocephalidae,ArborealGleaning,NonCooperative,ExposedElevated,weak,No,1.31387505119901,3.68637632389582,LC,11967937.01,11.8,Passeriformes,8,Invertebrate,Wetland,Migratory,Lower_risk
Acrocephalus scirpaceus,18.2,8.7,3.2,2.9,21.3,65.3,16,49.5,24.3,51.1,3,Insessorial,-34.84,65.09,0,0,FP,2,2600,5,4,CP,"S,Z",No,Acrocephalidae,ArborealGleaning,NonCooperative,ExposedElevated,weak,No,1.38031006963137,4.22537282462851,LC,15112845.4,12.3,Passeriformes,5,Invertebrate,Wetland,Migratory,Lower_risk
Acrocephalus sechellensis,17.7,10.2,4,3.3,24,65.8,7.8,58.4,11.8,60.6,2,Insessorial,-4.35,-4.21,1,1,M,1,500,2,1,CP,"S,T",No,Acrocephalidae,ArborealGleaning,Cooperative,ExposedElevated,strong,Yes,0,0,NT,1.59,15.9,Passeriformes,3,Invertebrate,Shrub,Sedentary,Lower_risk
Acrocephalus syrinx,24.8,14.2,4.5,4.2,26.1,76,12.3,63.4,16.3,71.4,2,Terrestrial,5.26,7.46,0,1,O,1,700,3,1,SP,"S,T,Z",No,Acrocephalidae,GroundForaging,NonCooperative,ExposedElevated,strong,Yes,1.11937322132261,0,LC,562.18,34,Passeriformes,2,Invertebrate,Forest,Sedentary,Lower_risk
Acrocephalus taiti,20.5,12.1,4.1,4,29.5,82,13.9,68.1,17,78,1,Insessorial,-24.42,-24.33,1,1,O,3,30,3,3,CP,T,No,Acrocephalidae,ArborealGleaning,Cooperative,ExposedElevated,strong,Yes,0.642114135151817,0,VU,44.55,24.3,Passeriformes,3,Invertebrate,Forest,Sedentary,Higher_risk
Acrocephalus vaughani,20.4,11.8,4.2,4,27.9,77.4,13.3,64.7,17.1,71.4,1,Insessorial,-25.08,-25.06,1,1,O,3,347,2,1,CP,T,No,Acrocephalidae,ArborealGleaning,NonCooperative,ExposedElevated,strong,Yes,0,0,EN,4.8,24.4,Passeriformes,3,Invertebrate,Forest,Sedentary,Higher_risk
Acryllium vulturinum,39.7,27,15.4,16.1,94.2,300.1,59.6,238,19.9,273.4,2,Terrestrial,-5.42,9.55,0,0,F,1,1900,6,4,SC,G,No,Numididae,GroundForaging,NonCooperative,ExposedGround,weak,No,0.562341325190349,2.83321334405622,LC,1226666.24,1330,Galliformes,8,Herbivore,Shrub,Sedentary,Lower_risk
Actenoides bougainvillei,52,37.4,14,15.9,20.3,129,24.4,104.6,18.9,96.5,1,Insessorial,-6.88,-5.41,1,1,A,1,200,1,2,BU,"G,N",No,Alcedinidae,AerialSallying,NonCooperative,Cavity,strong,No,0.531829589694499,1.84054963339749,LC,6382.98,188,Coraciiformes,3.76562499999999,Invertebrate,Forest,Sedentary,Lower_risk
Actenoides concretus,48.9,37.5,12.8,13.4,14.9,110.8,23.7,87,21.5,58.5,1,Insessorial,-6.11,12.95,0,0,I,1,1200,1,3,BU,"C,G",No,Alcedinidae,AerialSallying,NonCooperative,Cavity,strong,No,1.03102598477122,3.67630067190708,NT,1024430.32,73.5,Coraciiformes,2,Invertebrate,Forest,Sedentary,Lower_risk
Actenoides lindsayi,46.5,34.6,12.5,13.2,18.3,106,21.4,85.1,20.1,81.2,1,Insessorial,9.04,18.65,0,1,I,1,1200,3,2,BU,N,No,Alcedinidae,AerialSallying,NonCooperative,Cavity,strong,No,1.2080777921693,5.49182611273256,LC,106620.85,92.8,Coraciiformes,3.76562499999999,Invertebrate,Forest,Sedentary,Lower_risk
Actenoides monachus,52.1,39.2,13.1,15,22.4,140.4,27,114.7,19.1,110.9,1,Insessorial,-3.57,1.76,0,1,W,1,1100,1,1,CV,N,No,Alcedinidae,AerialSallying,NonCooperative,Cavity,strong,No,0.880111736793393,4.54435804659133,NT,72249.86,150,Coraciiformes,3.76562499999999,Invertebrate,Forest,Sedentary,Lower_risk
Actinodura egertoni,17.2,8.9,4.3,5.2,28.6,85,9.1,74.6,10.8,112,1,Insessorial,20.37,29.19,0,0,I,2,2000,2,3,CP,"A,S,T",No,Leiotrichidae,ArborealGleaning,NonCooperative,ExposedElevated,strong,No,0.936747798897447,4.21950770517611,LC,262348.96,36,Passeriformes,4,Invertebrate,Shrub,Sedentary,Lower_risk
Actinodura ramsayi,20.3,10.8,4.6,6.1,28.7,88.5,6.2,79.8,7.2,121.5,1,Insessorial,17.82,20.38,0,0,I,2,900,3,1,CP,R,No,Leiotrichidae,ArborealGleaning,NonCooperative,ExposedElevated,strong,No,1.13678705056488,4.14472076954717,LC,58116.07,38.4,Passeriformes,2,Invertebrate,Forest,PartiallyMigratory,Lower_risk
Actitis hypoleucos,30.1,19.9,3.1,4,22.4,109.9,51.1,55.4,48,57.4,3,Terrestrial,29.79,71.19,0,0,E,5,4000,5,3,SC,"S,T",No,Scolopacidae,GroundForaging,NonCooperative,ExposedGround,weak,No,1.153435507328,3.25424296870549,LC,25847437.41,48,Charadriiformes,5,Invertebrate,Wetland,Migratory,Lower_risk
Actitis macularius,25.7,16.2,2.7,3.3,24.2,100.4,47.6,52.6,47.5,53,3,Terrestrial,32.24,69.69,0,0,LN,5,4700,3,2,SC,G,No,Scolopacidae,GroundForaging,NonCooperative,ExposedGround,weak,No,1.17559665536634,2.59525470695687,LC,13627000.39,40.4,Charadriiformes,5,Invertebrate,Riparian,Migratory,Lower_risk
Actophilornis africanus,37.1,19.8,4.6,6.3,65.7,156,46.5,109.2,29.9,47,3,Terrestrial,-34.84,16.9,0,0,F,2,2000,2,1,"NO,PL",W,No,Jacanidae,GroundForaging,NonCooperative,ExposedGround,weak,No,0.98202091428813,3.61091791264422,LC,16988448.66,189.1,Charadriiformes,4,Invertebrate,Wetland,PartiallyMigratory,Lower_risk
Actophilornis albinucha,33.4,19.2,4.4,6.2,66.4,159.6,51,112.8,31,45,3,Terrestrial,-22.43,-11.95,0,1,M,1,750,2,2,PL,W,No,Jacanidae,GroundForaging,NonCooperative,ExposedGround,weak,No,0.84918210949878,2.73436750941958,EN,113054.99,239,Charadriiformes,4,Invertebrate,Wetland,PartiallyMigratory,Higher_risk
Adelomyia melanogenys,17.9,13.8,2.6,2.1,6,53.1,30.9,20.4,60.2,35.4,1,Aerial,-23.59,11.39,0,0,L,1,1500,1,2,CP,"R,T",No,Trochilidae,AerialScreaning,NonCooperative,ExposedElevated,none,No,1.16625342480678,4.10923317471585,LC,620219.31,4.9,Caprimulgiformes,2,Nectar,Forest,Sedentary,Lower_risk
Aechmophorus clarkii,77.9,58.8,7.5,11.6,76.6,195.4,79.8,111.7,41.8,34,3,Aquatic,18.07,53.31,0,0,LN,2,2100,3,2,PL,G,No,Podicipedidae,AquaticDive,NonCooperative,ExposedGround,weak,No,1.22474487139159,3.26575941076705,LC,3589069.35,1090.9,Podicipediformes,4,Fish,Wetland,Migratory,Lower_risk
Aechmophorus occidentalis,73.2,54.1,6.6,10.2,71.7,184.5,75.4,109,40.8,29.8,3,Aquatic,18.07,58.29,0,0,LN,2,2100,3,2,PL,G,No,Podicipedidae,AquaticDive,NonCooperative,ExposedGround,weak,No,1.2459604606993,3.02042488614436,LC,4866227.6,1137,Podicipediformes,4,Fish,Wetland,Migratory,Lower_risk
Aegithalos caudatus,7.6,4.2,2.5,3.3,15.9,63.1,14,49.5,22,87.8,2,Insessorial,30.22,68.3,0,0,P,3,1630,5,1,DM,"G,S,T",No,Aegithalidae,ArborealGleaning,Cooperative,Cavity,weak,No,1.33010548502569,3.98341300151482,LC,18247301.19,8.6,Passeriformes,15,Invertebrate,Forest,Sedentary,Lower_risk
Aegithalos concinnus,7.4,4.3,2.5,3,15.5,48.6,8.6,40,17.6,46.8,1,Insessorial,18.29,36.1,0,0,IP,2,3900,3,3,SP,"S,T",No,Aegithalidae,ArborealGleaning,NonCooperative,Cavity,weak,No,1.32043916081593,5.4743693103284,LC,2797505.09,6.1,Passeriformes,7,Invertebrate,Forest,Sedentary,Lower_risk
Aegithalos iouschistos,8.2,5,2.4,2.9,16.6,56,9.1,45.9,16.6,52.8,2,Insessorial,26.95,30.48,0,0,IP,2,1570,3,2,SP,T,No,Aegithalidae,ArborealGleaning,NonCooperative,Cavity,weak,No,0.622332977288478,2.70136121295141,LC,68201.14,7,Passeriformes,4.49999999999998,Invertebrate,Forest,Sedentary,Lower_risk
Aegithalos leucogenys,7.6,4.8,2,3.2,16.2,52.8,8.8,44,16.6,51,2,Insessorial,29.95,36.44,0,0,P,3,3160,3,1,SP,"S,T",No,Aegithalidae,ArborealGleaning,NonCooperative,Cavity,weak,No,0.76360669816636,4.28908863901461,LC,171568.74,6.7,Passeriformes,8,Invertebrate,Forest,Sedentary,Lower_risk
Aegithalos niveogularis,9.1,5.3,2.5,3,17.9,59.7,8.9,50.5,15.1,56.4,2,Insessorial,27.92,35.94,0,0,IP,3,2215,2,1,SP,"S,T",No,Aegithalidae,ArborealGleaning,NonCooperative,Cavity,weak,No,0.936747798897447,4.75960653929251,LC,180594.85,7.8,Passeriformes,4,Invertebrate,Shrub,Sedentary,Lower_risk
Aegithina nigrolutea,15.7,9.8,3.7,3.7,18,64.4,8,56.5,12.4,47.2,2,Insessorial,6.67,30.68,0,0,I,2,700,2,1,CP,S,No,Aegithinidae,ArborealGleaning,NonCooperative,ExposedElevated,weak,No,1.39157884185687,5.7021144175555,LC,714297.74,11.8,Passeriformes,3,Invertebrate,Shrub,Sedentary,Lower_risk
Aegithina tiphia,17,10.8,4.3,4.5,19.7,61.6,6.2,55.2,10,47.8,1,Insessorial,-8.85,32.65,0,0,I,2,800,6,1,CP,T,No,Aegithinidae,ArborealGleaning,NonCooperative,ExposedElevated,weak,No,1.30384048104053,5.51019772558354,LC,6356008.52,12,Passeriformes,3,Invertebrate,Coastal,Sedentary,Lower_risk
Aegithina viridissima,15.9,10.6,4.2,4.4,17.7,61.9,7,54.7,11.4,43.9,1,Insessorial,-6.17,12.67,0,0,I,1,820,2,1,CP,T,No,Aegithinidae,ArborealGleaning,NonCooperative,ExposedElevated,weak,No,1.13508143878425,4.02177386938726,NT,1109607.12,13.4,Passeriformes,2,Invertebrate,Forest,Sedentary,Lower_risk
Aegolius acadicus,18.2,9.9,7,10.5,23.6,135.2,40.2,95,29.8,78,2,Insessorial,17.47,61.96,0,0,N,3,3100,4,2,CV,T,No,Strigidae,AerialSallying,NonCooperative,Cavity,weak,No,1.34267480714133,3.26193531432865,LC,5712891.95,100.7,Strigiformes,7,Vertebrates,Woodland,Migratory,Lower_risk
Aegolius funereus,18.2,11,7.9,10.5,23.4,169.1,53.2,115.9,31.5,102.5,1,Insessorial,32.16,70.23,0,0,C,3,1470,3,1,CV,T,No,Strigidae,AerialSallying,NonCooperative,Cavity,weak,No,1.02177818086464,2.40694510831829,LC,23596074.83,137.2,Strigiformes,6,Vertebrates,Forest,PartiallyMigratory,Lower_risk
Aegolius harrisii,22,12.6,7.6,12.4,28.1,150.1,40.6,109.6,27.1,72.9,2,Insessorial,-32.8,10.58,0,0,L,2,3200,4,2,CV,T,No,Strigidae,AerialSallying,NonCooperative,Cavity,strong,No,1.17559665536634,3.55534806148941,LC,1098550.77,120,Strigiformes,3,Carnivore,Forest,Sedentary,Lower_risk
Aegotheles albertisi,11.6,4.2,3.2,4,18.8,114,34,80,29.8,87,1,Insessorial,-10.31,-0.99,0,1,A,1,2900,3,1,CV,C,No,Aegothelidae,AerialSallying,NonCooperative,Cavity,strong,No,0.660219580407963,2.39789527279837,LC,95188.1,35.2,Caprimulgiformes,1,Invertebrate,Forest,Sedentary,Lower_risk
Aegotheles bennettii,15.6,5.6,4.4,3.9,19.4,122.8,39.8,83,32.4,114.5,1,Insessorial,-10.73,-1.97,0,1,A,1,1100,1,1,CV,T,No,Aegothelidae,AerialSallying,NonCooperative,Cavity,strong,No,0.660219580407963,2.36085400111802,LC,198113.2,60,Caprimulgiformes,2,Invertebrate,Forest,Sedentary,Lower_risk
Aegotheles cristatus,14,5,4,3.7,23.7,135.8,47,88.8,34.6,121.2,2,Insessorial,-43.64,-6.65,0,0,A,2,1000,4,1,"CV,NO","B,C,P,T",No,Aegothelidae,AerialSallying,NonCooperative,Cavity,strong,No,0.746174534732325,1.30833281965018,LC,7702773.06,42.8,Caprimulgiformes,5,Invertebrate,Woodland,Sedentary,Lower_risk
Aegypius monachus,87.8,59.9,27.9,39.8,134.2,734.2,302.2,432,41.1,371,2,Terrestrial,25.27,54.37,0,0,P,3,4300,4,1,PL,"R,T",No,Accipitridae,GroundForaging,NonCooperative,ExposedElevated,none,No,0.939774487115278,3.16124671203156,NT,7718571.19,9320.6,Accipitriformes,2,Scavenger,Forest,Sedentary,Lower_risk
Aerodramus bartschi,5.3,2.4,2,2.1,8.3,88.7,53.6,35.1,60.5,41.3,1,Aerial,13.24,15.29,1,1,O,1,600,3,1,HC,R,No,Apodidae,AerialScreaning,NonCooperative,Cavity,none,Yes,2.41135578130699,0,VU,692.22,7.4,Caprimulgiformes,1,Invertebrate,Forest,Sedentary,Higher_risk
